security_code,issuer_name,security_id,security_name,status,group,face_value,isin,sub_industry,market_cap(in cr)
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A,2,INE158A01026,2/3 Wheelers,115710.13
505141,Scooters India Ltd.,SCOOTER,SCOOTERS INDIA LTD.,Suspended,B,10,INE959E01011,2/3 Wheelers,338.78
505200,Eicher Motors Ltd.,EICHERMOT,EICHER MOTORS LTD.,Active,A,1,INE066A01021,2/3 Wheelers,134970.73
522015,VCCL Ltd.,VCCLLTD,VCCL LTD.,Delisted,ZP,10,INE460E01010,2/3 Wheelers,2.02
531035,ERAAYA LIFESPACES LIMITED,ERAAYA,Eraaya Lifespaces Ltd,Active,XT,10,INE432F01024,2/3 Wheelers,1145.81
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A,1,INE494B01023,2/3 Wheelers,118885.8
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A,10,INE917I01010,2/3 Wheelers,277588.43
538970,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,Active,B,1,INE945P01024,2/3 Wheelers,1722.93
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A,10,INE640A01023,Abrasives & Bearings,34229.36
505412,Wendt (India) Ltd.,WENDT,WENDT (INDIA) LTD.,Active,B,10,INE274C01019,Abrasives & Bearings,3148
506076,Grindwell Norton Ltd.,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,A,5,INE536A01023,Abrasives & Bearings,30137.43
513375,Carborundum Universal Ltd.,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A,1,INE120A01034,Abrasives & Bearings,33816.39
522113,Timken India Ltd,TIMKEN,TIMKEN INDIA LTD.,Active,A,10,INE325A01013,Abrasives & Bearings,34546.84
526073,Galaxy Bearings Ltd.,GALXBRG,GALAXY BEARINGS LTD.,Active,X,10,INE020S01012,Abrasives & Bearings,450.29
531371,Rushabh Precision Bearings Ltd.,RUPEBAR,RUSHABH PRECISION BEARINGS LTD.,Suspended,T,10,INE0I9K01010,Abrasives & Bearings,
535458,NRB INDUSTRIAL BEARINGS LIMITED,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,B,2,INE047O01014,Abrasives & Bearings,83.62
509077,Pressman Advertising Limited,PRESSMN,Pressman Advertising Limited,Delisted,T,2,INE980A01023,Advertising & Media Agencies,628.75
526441,Vision Cinemas Limited,VISIONCINE,VISION CINEMAS LTD.,Active,X,1,INE515B01025,Advertising & Media Agencies,8.39
531259,Esha Media Research Limited,ESHAMEDIA,Esha Media Research Limited,Active,XT,10,INE328F01016,Advertising & Media Agencies,8.61
531337,WinPro Industries Limited,WINPRO,WinPro Industries Ltd,Active,Z,5,INE974C01022,Advertising & Media Agencies,21.99
531637,PRAVEG LIMITED,PRAVEG,Praveg Ltd,Active,B,10,INE722B01019,Advertising & Media Agencies,2073.25
539310,THINKINK PICTUREZ LIMITED,THINKINK,Thinkink Picturez Ltd,Active,XT,5,INE365S01037,Advertising & Media Agencies,73.66
541799,Sungold Media and Entertainment Limited,SMEL,Sungold Media and Entertainment Ltd,Active,MT,10,INE266S01011,Advertising & Media Agencies,23.1
542685,Digicontent Limited,DGCONTENT,Digicontent Ltd,Active,T,2,INE03JI01017,Advertising & Media Agencies,160.48
543341,SHARPLINE BROADCAST LIMITED,SHARPLINE,Sharpline Broadcast Ltd,Active,X,10,INE647W01014,Advertising & Media Agencies,10.74
543439,Brandbucket Media & Technology Limited,BRANDBUCKT,Brandbucket Media & Technology Ltd,Active,M,10,INE0ILD01014,Advertising & Media Agencies,23.08
543624,MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,MAAGHADV,Maagh Advertising and Marketing Services Ltd,Active,M,1,INE0KY201021,Advertising & Media Agencies,246.16
543651,DAPS ADVERTISING LIMITED,DAPS,DAPS Advertising Ltd,Active,M,10,INE975Z01012,Advertising & Media Agencies,16.04
543831,Bright Outdoor Media Limited,BRIGHT,Bright Outdoor Media Ltd,Active,M,10,INE0OMI01019,Advertising & Media Agencies,683.79
543905,INNOKAIZ INDIA LIMITED,INNOKAIZ,Innokaiz India Ltd,Active,M,10,INE0LDI01022,Advertising & Media Agencies,45.44
544117,Signpost India Limited,SIGNPOST,Signpost India Ltd,Active,B,2,INE0KGZ01021,Advertising & Media Agencies,1573.3
544136,R K Swamy Limited,RKSWAMY,R K Swamy Ltd,Active,B,5,INE0NQ801033,Advertising & Media Agencies,1378.03
590126,Gradiente Infotainment Ltd.,GRADIENTE,GRADIENTE INFOTAINMENT LTD.,Delisted,XT,10,INE361K01017,Advertising & Media Agencies,11.3
500049,Bharat Electronics Ltd.,BEL,BHARAT ELECTRONICS LTD.,Active,A,1,INE263A01024,Aerospace & Defense,226274.2
500306,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X,1,INE903A01025,Aerospace & Defense,762.87
522229,Taneja Aerospace & Aviation Ltd.,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,Active,X,5,INE692C01020,Aerospace & Defense,1545.97
523606,Sika Interplant Systems Ltd.,SIKA,SIKA INTERPLANT SYSTEMS LTD.,Active,XT,10,INE438E01016,Aerospace & Defense,1302.05
532493,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A,2,INE386C01029,Aerospace & Defense,9165.52
533168,Rossell India Limited,ROSSELLIND,ROSSELL INDIA LTD.,Active,B,2,INE847C01020,Aerospace & Defense,1859.38
533339,Zen Technologies Ltd.,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,A,1,INE251B01027,Aerospace & Defense,9394.89
535136,NIBE LIMITED,NIBE,NIBE Ltd,Active,XT,10,INE149O01018,Aerospace & Defense,2536.88
540879,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Active,B,1,INE713T01028,Aerospace & Defense,3108.19
541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A,5,INE171Z01026,Aerospace & Defense,58003.02
541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A,5,INE066F01020,Aerospace & Defense,347736.25
541195,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A,10,INE099Z01011,Aerospace & Defense,8571.74
542011,Garden Reach Shipbuilders & Engineers Limited,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,A,10,INE382Z01011,Aerospace & Defense,18647.35
543270,MTAR Technologies Limited,MTARTECH,MTAR Technologies Ltd,Active,A,10,INE864I01014,Aerospace & Defense,5728.82
543367,Paras Defence and Space Technologies Limited,PARAS,Paras Defence and Space Technologies Ltd,Active,A,10,INE045601015,Aerospace & Defense,4513.28
543428,Data Patterns (India) Limited,DATAPATTNS,Data Patterns (India) Ltd,Active,A,2,INE0IX101010,Aerospace & Defense,16432.41
543650,DCX Systems Limited,DCXINDIA,DCX Systems Ltd,Active,B,2,INE0KL801015,Aerospace & Defense,3998.22
543920,CFF FLUID CONTROL LIMITED,CFF,CFF Fluid Control Ltd,Active,M,10,INE0NJ001013,Aerospace & Defense,1241.57
543932,IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE,Ideaforge Technology Ltd,Active,B,10,INE349Y01013,Aerospace & Defense,3339.71
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,B,10,INE285B01017,Airline,4366.9
520139,Jagson Airlines Ltd.,JAGSONAI,JAGSON AIRLINES LTD.,Delisted,Z,10,INE685B01018,Airline,1.49
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z,10,INE802G01018,Airline,506.19
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,T,10,INE792H01019,Airline,311.36
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A,10,INE646L01027,Airline,164701.39
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Active,X,10,INE524T01011,Airline,922.47
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,GMR Airports Infrastructure Ltd,Active,A,1,INE776C01039,Airport & Airport services,56677.53
543591,DREAMFOLKS SERVICES LIMITED,DREAMFOLKS,Dreamfolks Services Ltd,Active,A,2,INE0JS101016,Airport & Airport services,2550.55
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A,1,INE038A01020,Aluminium,153338.82
506003,Sudal Industries Limited,SUDAI,SUDAL INDUSTRIES LTD.,Active,XT,10,INE618D01015,Aluminium,34.92
506027,Bhoruka Aluminium Ltd.,BHRKALM,BHORUKA ALUMINIUM LTD.,Delisted,XT,10,INE866G01013,Aluminium,2.31
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,X,10,INE327C01031,Aluminium,8.39
513405,Pennar Aluminium Co. Ltd,PENNARALUM,PENNAR ALUMINIUM CO.LTD.,Delisted,Z,10,INE057C01018,Aluminium,1.12
513430,Maitri Enterprises Limited,MAITRI,Maitri Enterprises Ltd,Active,XT,10,INE501L01024,Aluminium,12.61
526747,P.G.Foils Ltd.,PGFOILQ,PG FOILS LTD.,Active,X,10,INE078D01012,Aluminium,222.93
531410,Gujarat Foils Ltd.,GUJFOIL,GUJARAT FOILS LTD.,Delisted,XT,10,INE587F01017,Aluminium,1.08
531869,Sacheta Metals Ltd.,SACHEMT,SACHETA METALS LTD.,Active,X,10,INE433G01012,Aluminium,51.75
531979,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Active,X,10,INE227B01019,Aluminium,37.93
532234,National Aluminium Co. Ltd.,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A,5,INE139A01034,Aluminium,35244.96
532906,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM LTD.,Active,B,5,INE215I01027,Aluminium,768.01
535279,Bothra Metals & Alloys Limited,BMAL,BOTHRA METALS & ALLOYS LTD.,Active,M,10,INE583M01012,Aluminium,20.83
537119,Tentiwala Metal Products Limited,TENTIMETAL,Tentiwala Metal Products Ltd,Delisted,M,10,INE486P01011,Aluminium,1.84
539045,Manaksia Aluminium Company Ltd,MANAKALUCO,Manaksia Aluminium Company Ltd,Active,B,1,INE859Q01017,Aluminium,194.83
539121,Palco Metals Limited,PALCO,Palco Metals Ltd,Active,X,10,INE239L01013,Aluminium,33.5
539151,Arfin India Limited,ARFIN,Arfin India Ltd,Active,X,1,INE784R01023,Aluminium,780.34
500083,Century Extrusions Ltd.,CENTEXT,CENTURY EXTRUSIONS LTD.,Active,B,1,INE281A01026,Aluminium- Copper & Zinc Products,173.2
508922,MSR India Limited,MSRINDIA,MSR INDIA LTD.,Active,X,5,INE331L01026,Aluminium- Copper & Zinc Products,59.36
513307,Synthiko Foils Ltd.,SYNTHFO,SYNTHIKO FOILS LTD.,Active,XT,5,INE363L01029,Aluminium- Copper & Zinc Products,12.52
513502,Baroda Extrusion Ltd.,BAROEXT,BARODA EXTRUSION LTD.,Active,XT,1,INE927K01023,Aluminium- Copper & Zinc Products,109.4
513709,Shilp Gravures Ltd.,SHILGRAVQ,SHILP GRAVURES LTD.-$,Active,X,10,INE960A01017,Aluminium- Copper & Zinc Products,99.5
523539,Precision Wires India ltd.,PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B,1,INE372C01037,Aluminium- Copper & Zinc Products,2511.04
526027,Cubex Tubings Ltd,CUBEXTUB,CUBEX TUBINGS LTD.,Active,T,10,INE144D01012,Aluminium- Copper & Zinc Products,141.46
530133,Amco India Ltd.,AMCOIND,AMCO INDIA LTD.-$,Active,X,10,INE924B01011,Aluminium- Copper & Zinc Products,24.58
537254,RCI Industries & Technologies Limited,RCIIND,RCI Industries & Technologies Ltd,Suspended,Z,10,INE140B01014,Aluminium- Copper & Zinc Products,7.18
526477,South Asian Enteprises Ltd.,SAENTER,SOUTH ASIAN ENTERPRISES LTD.,Suspended,XT,10,INE118B01010,Amusement Parks/ Other Recreation,20.8
526628,Ajwa Fun World & Resorts Ltd,AJWAFUN,AJWA FUN WORLD & RESORT LTD.,Active,P,10,INE863E01015,Amusement Parks/ Other Recreation,20.19
526721,Nicco Parks And Resorts Ltd.,NICCOPAR,NICCO PARKS & RESORTS LTD.-$,Active,X,1,INE653C01022,Amusement Parks/ Other Recreation,688.9
532028,Surya Fun City Ltd.,SURFUNC,SURYA FUN CITY LTD.,Delisted,P,10,INE122F01013,Amusement Parks/ Other Recreation,
532848,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Active,A,1,INE124G01033,Amusement Parks/ Other Recreation,3645.7
538268,Wonderla Holidays Limited,WONDERLA,Wonderla Holidays Ltd,Active,A,10,INE066O01014,Amusement Parks/ Other Recreation,5063.31
538731,HANMAN FIT LIMITED,HANMAN,Hanman Fit Ltd,Active,M,10,INE982Q01017,Amusement Parks/ Other Recreation,4.22
539056,IMAGICAAWORLD ENTERTAINMENT LIMITED,IMAGICAA,Imagicaaworld Entertainment Ltd,Active,B,10,INE172N01012,Amusement Parks/ Other Recreation,4205.69
512573,Avanti Feeds ltd.,AVANTIFEED,AVANTI FEEDS LTD.-$,Active,A,1,INE871C01038,Animal Feed,8112.06
519421,KSE Ltd.,KSE,KSE LTD.-$,Active,X,10,INE953E01014,Animal Feed,788.83
540743,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Active,A,10,INE850D01014,Animal Feed,11278.01
543643,Narmada Agrobase Limited,NARMADA,Narmada Agrobase Ltd,Active,T,10,INE117Z01011,Animal Feed,28.94
544106,Mayank Cattle Food Limited,MCFL,Mayank Cattle Food Ltd,Active,M,10,INE0R5Z01015,Animal Feed,81.65
544135,Mukka Proteins Limited,MUKKA,Mukka Proteins Ltd,Active,B,1,INE0CG401037,Animal Feed,1033.5
544165,SHIVAM CHEMICALS LIMITED,SHIVAM,Shivam Chemicals Ltd,Active,M,10,INE0SGR01013,Animal Feed,83.75
511208,IL & FS Investment Managers Ltd.,IVC,IL&FS INVESTMENT MANAGERS LTD.,Active,B,2,INE050B01023,Asset Management Company,389.09
531359,Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,X,10,INE777G01012,Asset Management Company,377.49
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A,10,INE298J01013,Asset Management Company,40794.83
541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Active,A,5,INE127D01025,Asset Management Company,85777.87
543238,UTI Asset Management Company Limited,UTIAMC,UTI Asset Management Company Ltd,Active,A,10,INE094J01016,Asset Management Company,12721.35
543374,Aditya Birla Sun Life AMC Limited,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Active,A,5,INE404A01024,Asset Management Company,19518.65
531041,Competent Automobiles Co. Ltd.,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Active,X,10,INE823B01015,Auto -Dealer,357.01
539402,Naksh Precious Metals Limited,NAKSH,Naksh Precious Metals Ltd,Active,T,10,INE256S01012,Auto -Dealer,9.45
543714,LANDMARK CARS LIMITED,LANDMARK,Landmark Cars Ltd,Active,B,5,INE559R01029,Auto -Dealer,2887.3
544144,Popular Vehicles and Services Limited,PVSL,Popular Vehicles and Services Ltd,Active,B,2,INE772T01024,Auto -Dealer,1813.42
500008,Amara Raja Energy & Mobility Limited,ARE&M,Amara Raja Energy & Mobility Ltd,Active,A,1,INE885A01032,Auto Components & Equipments,24554.68
500029,Autolite (India) Ltd.,AUTOLITIND,AUTOLITE (INDIA) LTD.,Delisted,Z,10,INE448A01013,Auto Components & Equipments,16.88
500039,Banco Products (India) Ltd.,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2,INE213C01025,Auto Components & Equipments,4400.9
500086,Exide Industries Ltd.,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A,1,INE302A01020,Auto Components & Equipments,46121
500178,Harig Crankshafts Ltd.,HARCR,HARIG CRANKSHAFTS LTD.,Suspended,XT,1,INE905C01026,Auto Components & Equipments,31.55
500240,Kinetic Engineering Ltd.,KINETICENG,KINETIC ENGINEERING LTD.,Active,X,10,INE266B01017,Auto Components & Equipments,394.47
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A,10,INE337A01034,Auto Components & Equipments,3950.58
500403,Sundram Fasteners Ltd.,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A,1,INE387A01021,Auto Components & Equipments,27109.71
500464,UCAL LIMITED,UCAL,Ucal Ltd,Active,B,10,INE139B01016,Auto Components & Equipments,368.19
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A,2,INE465A01025,Auto Components & Equipments,79931.18
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A,10,INE323A01026,Auto Components & Equipments,95131.74
504646,Bhagwati Autocast Limited,BGWTATO,BHAGWATI AUTOCAST LTD.,Active,X,10,INE106G01014,Auto Components & Equipments,135.38
504908,Duncan Engineering Limited,DUNCANENG,Duncan Engineering Ltd-$,Active,X,10,INE340F01011,Auto Components & Equipments,184.6
505010,Automotive Axles Ltd.,AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,B,10,INE449A01011,Auto Components & Equipments,3026.53
505032,Automobile Products of India Ltd.,AUTOPRD,AUTOMOBILE PRODUCTS OF INDIA LTD.,Active,XT,1,INE0NY101012,Auto Components & Equipments,
505036,Automobile Corpn. of Goa Ltd.,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,Active,X,10,INE451C01013,Auto Components & Equipments,1477.1
505075,Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,Active,T,2,INE878E01021,Auto Components & Equipments,134.97
505100,India Radiators Ltd.,INRADIA,INDIA RADIATORS LTD.,Active,XT,10,INE461Y01016,Auto Components & Equipments,0.69
505160,Talbros Automotive Components Ltd.,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Active,B,2,INE187D01029,Auto Components & Equipments,1948.45
505163,Z.F. Steering Gear (India) Limited,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,Active,X,10,INE116C01012,Auto Components & Equipments,974.02
505212,JAINEX AAMCOL LTD.,JAINEX,JAINEX AAMCOL LTD.,Active,X,10,INE280F01019,Auto Components & Equipments,22.45
505232,Veljan Denison Limited,VELJAN,Veljan Denison Limited,Active,X,10,INE232E01013,Auto Components & Equipments,842.85
505681,Bimetal Bearings Ltd,BIMETAL,BIMETAL BEARINGS LTD.-$,Active,X,10,INE469A01019,Auto Components & Equipments,244.76
505688,Bharat Gears Ltd.,BHARATGEAR,BHARAT GEARS LTD.,Active,B,10,INE561C01019,Auto Components & Equipments,173.97
505711,Gajra Bevel Gears Ltd.,GAJRA,GAJRA BEVEL GEARS LTD.-$,Suspended,XT,10,INE282D01010,Auto Components & Equipments,2.6
505712,HIM TEKNOFORGE LIMITED,HIMTEK,Him Teknoforge Ltd,Active,X,2,INE705G01021,Auto Components & Equipments,118.58
505714,Gabriel India Ltd.,GABRIEL,GABRIEL INDIA LTD.-$,Active,A,1,INE524A01029,Auto Components & Equipments,5932.49
505744,Federal-Mogul Goetze (India) Ltd,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,B,10,INE529A01010,Auto Components & Equipments,2415.55
505790,Schaeffler India Limited,SCHAEFFLER,Schaeffler India Ltd,Active,A,2,INE513A01022,Auto Components & Equipments,75378.23
505827,SNL Bearings Ltd.,SNL,SNL BEARINGS LTD.,Active,X,10,INE568F01017,Auto Components & Equipments,136.55
505893,HINDUSTAN HARDY LIMITED,HINDHARD,Hindustan Hardy Ltd,Active,X,10,INE724D01011,Auto Components & Equipments,70.56
505978,Triton Valves Ltd.,TRITONV,TRITON VALVES LTD.,Active,X,10,INE440G01017,Auto Components & Equipments,378.66
506079,Lakshmi Precision Screws Ltd.,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,Z,10,INE651C01018,Auto Components & Equipments,5.25
506122,Pankaj Piyush Trade & Inv. Ltd,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,Active,XT,10,INE820M01018,Auto Components & Equipments,6.31
507998,Simmonds-Marshall Ltd,SIMMOND,SIMMONDS MARSHALL LTD.,Active,X,2,INE657D01021,Auto Components & Equipments,90.43
508807,IST Limited,ISTLTD,IST LTD.,Active,X,5,INE684B01029,Auto Components & Equipments,1113.92
509635,Hindustan Composites Ltd,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Active,B,5,INE310C01029,Auto Components & Equipments,672.58
513059,G.S. Auto International Ltd.,GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Active,X,5,INE736H01024,Auto Components & Equipments,53.3
513117,Amforge Industries Ltd.,AMFORG,AMFORGE INDUSTRIES LTD.,Active,X,2,INE991A01020,Auto Components & Equipments,15.9
513252,Jay Ushin Ltd.,JAYUSH,JAY USHIN LTD.,Active,X,10,INE289D01015,Auto Components & Equipments,275.94
513262,Steel Strips & Wheels Ltd,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,B,1,INE802C01033,Auto Components & Equipments,3483.83
513335,Metalyst Forgings Limited,METALFORGE,Metalyst Forgings Limited,Suspended,Z,10,INE425A01011,Auto Components & Equipments,17.86
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,Active,X,10,INE770A01010,Auto Components & Equipments,423.12
513687,Spectra Industries Ltd.,SPECTRA,SPECTRA INDUSTRIES LTD.,Active,XT,10,INE848B01012,Auto Components & Equipments,3.5
513691,JMT Auto Ltd,JMTAUTOLTD,JMT AUTO LTD.,Delisted,Z,1,INE988E01036,Auto Components & Equipments,68.02
515030,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A,1,INE439A01020,Auto Components & Equipments,15099.53
515043,Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Active,B,10,INE068B01017,Auto Components & Equipments,1203.51
517168,Subros Ltd.,SUBROS,SUBROS LTD.,Active,B,2,INE287B01021,Auto Components & Equipments,4121.92
517206,Lumax Industries Ltd.,LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B,10,INE162B01018,Auto Components & Equipments,2643.82
517230,PAE LTd.,PAEL,PAE LTD.,Suspended,XT,10,INE766A01018,Auto Components & Equipments,4.91
517271,HBL Power Systems Ltd.,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,A,1,INE292B01021,Auto Components & Equipments,13238.83
517286,Autopal Industries Ltd.,AUTOPAL,AUTOPAL INDUSTRIES LTD.,Suspended,P,10,INE335Q01018,Auto Components & Equipments,11.38
517334,Samvardhana Motherson International Limited,MOTHERSON,Samvardhana Motherson International Ltd,Active,A,1,INE775A01035,Auto Components & Equipments,118313.93
517380,Igarashi Motors India Ltd.,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,B,10,INE188B01013,Auto Components & Equipments,1633.87
517522,Rajratan Global Wire Ltd,RAJRATAN,RAJRATAN GLOBAL WIRE LTD.,Active,A,2,INE451D01029,Auto Components & Equipments,2904.1
520008,RICO Auto Industries Ltd.,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Active,B,1,INE209B01025,Auto Components & Equipments,1800.64
520021,Omax Autos Ltd.,OMAXAUTO,OMAX AUTOS LTD.,Active,T,10,INE090B01011,Auto Components & Equipments,327.45
520043,Munjal Showa Ltd.,MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B,2,INE577A01027,Auto Components & Equipments,647.92
520051,Jamna Auto Industries Ltd.,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,A,1,INE039C01032,Auto Components & Equipments,5120.41
520057,JTEKT India Limited,JTEKTINDIA,Jtekt India Ltd,Active,B,1,INE643A01035,Auto Components & Equipments,4914.86
520059,Munjal Auto Industries Ltd.,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B,2,INE672B01032,Auto Components & Equipments,852.4
520066,Jay Bharat Maruti Ltd.,JAYBARMARU,JAY BHARAT MARUTI LTD.,Active,B,2,INE571B01036,Auto Components & Equipments,1176.14
520073,RACL Geartech Limited,RACLGEAR,RACL Geartech Ltd,Active,B,10,INE704B01017,Auto Components & Equipments,1141.66
520075,Samkrg Pistons and Rings Ltd.,SAMKRG,SAMKRG PISTONS & RINGS LTD.-$,Active,X,10,INE706B01012,Auto Components & Equipments,179.86
520077,Amtek Auto Ltd,AMTEKAUTO,AMTEK AUTO LTD.-$,Delisted,Z,2,INE130C01021,Auto Components & Equipments,70.01
520119,Automotive Stampings and Assemblies Ltd.,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Active,B,10,INE900C01027,Auto Components & Equipments,1552.97
520141,Sibar Auto Parts Ltd.,SIBARAUT,SIBAR AUTO PARTS LTD.,Active,XT,10,INE441C01014,Auto Components & Equipments,16.03
522073,The Hi-Tech Gears Limited,HITECHGEAR,The Hi-Tech Gears Ltd,Active,T,10,INE127B01011,Auto Components & Equipments,1905.99
522195,Frontier Springs Ltd.,FRONTSP,FRONTIER SPRINGS LTD.,Active,X,10,INE572D01014,Auto Components & Equipments,596.55
522207,Rasandik Engg. Industries India Ltd,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,X,10,INE682D01011,Auto Components & Equipments,64.12
522241,M.M.Forgings Ltd.,MMFL,M.M.FORGINGS LTD.-$,Active,B,10,INE227C01017,Auto Components & Equipments,2905.95
523229,Bharat Seats Ltd,BHARATSE,BHARAT SEATS LTD.-$,Active,X,2,INE415D01024,Auto Components & Equipments,486.54
523248,Machino Plastics Ltd,MACPLASQ,MACHINO PLASTICS LTD.-$,Active,X,10,INE082B01018,Auto Components & Equipments,147.19
523638,IP Rings Ltd.,IPRINGLTD,IP RINGS LTD.-$,Active,X,10,INE558A01019,Auto Components & Equipments,253.39
523828,Menon Bearings Ltd,MENONBE,MENON BEARINGS LTD.-$,Active,B,1,INE071D01033,Auto Components & Equipments,714.23
526349,Nirbhay Colours India Limited,NIRBHAYIND,Nirbhay Colours India Ltd,Active,ZP,10,INE218T01010,Auto Components & Equipments,0.34
530367,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,B,2,INE349A01021,Auto Components & Equipments,3217.83
530621,Akar Auto Industries Limited,AAIL,Akar Auto Industries Ltd,Active,X,5,INE864E01021,Auto Components & Equipments,112.03
530711,Jagan Lamps Ltd.,JAGANLAM,JAGAN LAMPS LTD.,Active,X,10,INE144C01014,Auto Components & Equipments,75.49
530759,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,Active,B,2,INE334A01023,Auto Components & Equipments,1359.01
530919,Remsons Industries Ltd.,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B,10,INE474C01015,Auto Components & Equipments,639.68
531144,El Forge Ltd.,ELFORGE,EL FORGE LTD.-$,Active,XT,10,INE158F01017,Auto Components & Equipments,47.25
531147,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B,5,INE062D01024,Auto Components & Equipments,2060.38
531399,G.G.Automotive Gears Ltd.,GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,Active,XT,10,INE493B01017,Auto Components & Equipments,123.68
